image_name,point_0_x,point_0_y,point_1_x,point_1_y,point_2_x,point_2_y,point_3_x,point_3_y,point_4_x,point_4_y,point_5_x,point_5_y,point_6_x,point_6_y,point_7_x,point_7_y,point_8_x,point_8_y,point_9_x,point_9_y,point_10_x,point_10_y,point_11_x,point_11_y,point_12_x,point_12_y,point_13_x,point_13_y,point_14_x,point_14_y,point_15_x,point_15_y,point_16_x,point_16_y,point_17_x,point_17_y,point_18_x,point_18_y,point_19_x,point_19_y,point_20_x,point_20_y,class_name
thumbs_up_256_keypoints,-0.0,0.0,9.657,3.487,15.266,15.167,25.698,15.069,34.568,15.097,8.458,14.214,9.156,14.283,9.255,14.715,15.874,1.847,0.0,10.0,0.069,9.302,1.906,6.385,0.59,2.594,-7.161,5.491,-7.554,3.763,-6.168,-3.143,-6.63,-4.174,-14.351,-0.147,-14.969,-3.869,-14.165,-6.326,-13.261,-8.349,thumbs_up
thumbs_up_257_keypoints,-0.0,0.0,5.357,3.702,10.802,10.372,17.031,10.089,22.831,8.63,5.592,11.616,8.663,4.99,8.555,4.697,9.284,2.596,-0.0,10.0,0.186,9.598,0.436,8.006,-0.549,4.868,-5.715,7.595,-5.623,7.394,-5.401,4.814,-5.382,2.14,-9.946,5.147,-10.671,4.079,-10.529,2.193,-9.892,0.294,thumbs_up
thumbs_up_258_keypoints,-0.0,0.0,-14.587,25.334,-1.863,29.591,6.933,33.962,16.321,36.755,4.358,16.811,-8.129,24.802,-9.161,25.062,-8.855,23.666,-0.001,10.0,-15.041,19.625,-14.916,17.945,-13.145,13.211,-5.778,4.097,-19.865,12.712,-19.331,9.17,-15.903,5.777,-10.364,-0.568,-22.418,4.346,-21.237,1.191,-18.683,-0.443,thumbs_up
thumbs_up_259_keypoints,-0.0,0.0,1.267,12.905,7.275,18.263,12.675,16.014,17.843,14.079,4.703,10.661,2.28,20.229,2.361,20.779,2.639,19.221,0.0,10.0,-2.627,19.709,-2.658,19.882,-1.156,17.472,-4.246,9.778,-6.892,18.591,-6.873,19.487,-6.471,17.237,-8.319,9.586,-9.951,15.722,-10.686,16.842,-11.124,17.299,thumbs_up
thumbs_up_25_keypoints,-0.0,0.0,3.09,3.306,5.677,6.68,7.372,9.214,9.499,10.067,2.941,10.203,2.874,13.035,3.063,11.327,3.388,9.512,-0.0,10.0,0.041,11.856,0.99,9.986,1.463,7.94,-2.479,8.984,-1.978,10.027,-0.826,8.55,-0.515,6.856,-4.43,7.656,-4.011,8.32,-3.157,7.303,-2.994,5.84,thumbs_up
thumbs_up_260_keypoints,-0.0,0.0,0.747,20.248,-1.507,45.743,14.74,55.744,28.735,64.996,7.996,22.25,-19.502,37.242,-18.752,38.742,-14.004,36.991,-0.0,10.0,-26.249,23.742,-26.499,24.493,-17.5,23.744,-7.498,-1.251,-31.246,11.245,-30.745,10.994,-24.997,8.744,-13.495,-12.0,-33.244,-2.754,-32.994,-2.254,-26.995,-2.754,thumbs_up
thumbs_up_261_keypoints,-0.0,0.0,2.987,16.408,4.767,34.664,16.142,40.199,26.814,44.728,7.786,17.549,-11.776,31.745,-10.535,31.376,-6.676,31.174,0.0,10.0,-16.978,22.886,-15.704,23.993,-10.065,22.049,-6.308,2.417,-23.186,14.733,-22.917,16.546,-17.482,15.74,-14.261,-2.515,-26.912,5.841,-27.951,10.069,-25.368,8.759,thumbs_up
thumbs_up_262_keypoints,-0.0,0.0,1.804,13.259,7.152,26.578,15.973,28.293,24.561,29.392,6.015,14.332,-5.11,27.298,-4.626,28.944,-1.349,27.557,0.001,9.999,-10.527,22.315,-8.629,22.861,-4.972,20.625,-5.598,5.65,-15.328,17.099,-12.615,17.194,-8.526,15.356,-12.556,3.649,-18.898,11.415,-16.983,12.376,-14.34,10.808,thumbs_up
thumbs_up_263_keypoints,-0.0,0.0,3.764,6.446,7.936,16.871,13.796,19.685,19.93,22.128,10.559,10.179,2.646,15.624,2.089,15.443,2.543,14.514,8.11,5.849,-0.539,11.672,-0.732,10.84,1.106,9.434,4.741,1.992,-2.892,7.527,-2.529,6.875,-1.153,5.474,1.384,-0.477,-5.34,3.198,-4.972,3.009,-3.502,1.792,thumbs_up
thumbs_up_264_keypoints,-0.0,0.0,7.032,19.468,13.796,37.921,26.053,44.073,39.855,46.995,8.802,17.92,-9.608,39.02,-9.298,39.374,-2.793,36.812,-0.0,10.0,-18.011,30.127,-14.56,28.358,-8.367,25.439,-7.786,1.812,-26.284,19.24,-21.948,19.197,-16.683,15.216,-17.076,-3.808,-30.529,7.959,-28.007,10.127,-23.539,8.094,thumbs_up
thumbs_up_265_keypoints,-0.0,0.0,9.108,13.937,16.261,27.706,29.276,31.982,41.676,35.181,9.462,15.305,-3.861,35.49,-3.568,35.752,1.201,31.598,0.0,10.0,-11.169,28.951,-9.308,27.459,-5.059,23.891,-7.507,4.862,-19.152,20.229,-16.646,20.367,-12.137,16.506,-15.244,0.569,-24.629,11.646,-22.553,14.03,-20.168,11.952,thumbs_up
thumbs_up_266_keypoints,-0.0,0.0,5.794,5.665,12.436,9.92,18.531,12.324,23.809,12.152,6.283,10.69,3.882,19.386,2.667,22.026,2.426,22.116,-0.0,10.0,-1.066,19.709,-1.128,20.28,0.073,17.233,-4.569,9.498,-6.081,18.002,-5.42,18.306,-4.192,16.072,-9.213,9.161,-10.323,15.05,-9.294,16.725,-8.762,15.569,thumbs_up
thumbs_up_267_keypoints,-0.0,0.0,4.488,2.275,8.405,5.8,12.447,7.837,15.663,7.131,3.99,9.238,3.801,12.482,3.795,14.506,3.731,16.262,-0.0,10.0,0.317,13.245,0.579,15.211,0.457,16.193,-2.887,9.902,-2.778,12.968,-2.425,14.577,-2.25,15.38,-5.922,9.387,-5.66,11.858,-5.07,13.02,-4.923,13.944,thumbs_up
thumbs_up_268_keypoints,-0.0,0.0,3.642,2.486,6.983,5.788,9.692,8.043,12.301,7.501,3.053,9.667,3.036,12.534,3.178,13.559,3.274,14.375,-0.0,10.0,0.519,12.703,0.568,13.705,1.104,13.938,-2.495,9.68,-2.023,12.172,-1.671,13.151,-1.321,13.733,-4.828,9.103,-4.497,10.967,-4.145,11.945,-3.91,12.596,thumbs_up
thumbs_up_269_keypoints,-0.0,0.0,3.281,2.214,6.492,4.894,9.286,6.558,11.677,7.113,3.041,9.416,3.245,11.828,3.452,12.336,3.875,12.686,-0.0,10.0,1.141,11.888,1.369,11.637,1.489,10.227,-2.328,9.645,-1.158,11.347,-0.622,10.953,-0.094,9.986,-4.254,9.161,-3.364,10.821,-2.656,10.547,-2.435,9.724,thumbs_up
thumbs_up_26_keypoints,-0.0,0.0,3.414,2.765,5.946,6.384,7.366,9.41,9.818,10.518,2.923,10.087,2.668,12.66,3.457,10.923,3.713,9.112,-0.0,10.0,0.094,11.644,1.217,9.846,1.504,7.821,-2.224,8.817,-1.628,9.987,-0.535,8.403,-0.203,6.82,-4.235,7.663,-3.534,8.088,-2.652,7.234,-2.486,6.062,thumbs_up
thumbs_up_270_keypoints,-0.0,0.0,4.094,1.868,7.837,4.414,11.142,6.645,13.921,7.573,3.55,8.368,3.45,10.547,3.682,9.852,3.733,8.763,-0.0,10.0,0.644,11.323,0.845,9.281,1.01,7.477,-2.912,9.904,-1.798,10.569,-1.24,8.584,-1.488,7.081,-5.116,9.189,-4.221,9.697,-3.719,8.069,-3.631,6.742,thumbs_up
thumbs_up_271_keypoints,-0.0,0.0,2.774,2.912,5.84,5.211,8.05,7.17,10.212,8.53,2.909,9.326,2.809,11.071,3.313,9.408,3.719,8.649,-0.0,10.0,0.403,10.501,1.053,8.532,1.087,7.53,-1.905,9.448,-1.356,9.642,-0.87,8.06,-0.658,7.01,-3.729,8.491,-3.165,9.025,-2.597,7.46,-2.595,6.62,thumbs_up
thumbs_up_272_keypoints,-0.0,0.0,3.289,2.105,6.641,4.817,9.059,7.499,11.29,9.187,3.608,9.724,3.362,10.596,3.884,8.744,4.407,6.892,-0.0,10.0,0.437,10.124,1.022,8.052,0.969,6.156,-2.553,9.044,-1.774,9.617,-1.298,7.516,-0.867,5.991,-4.375,8.412,-3.97,8.645,-3.413,7.507,-3.449,5.967,thumbs_up
thumbs_up_273_keypoints,-0.0,0.0,3.087,2.295,5.967,4.639,8.05,7.874,10.022,9.906,2.826,10.076,4.132,7.442,4.306,6.699,4.082,5.568,0.0,10.0,0.755,9.295,1.416,6.902,1.557,5.464,-2.027,9.033,-0.901,8.415,-0.301,6.694,0.098,5.415,-3.617,7.874,-2.83,7.864,-2.109,6.465,-2.24,5.355,thumbs_up
thumbs_up_274_keypoints,-0.0,0.0,2.849,7.042,6.675,18.533,13.01,21.849,18.756,24.936,9.927,11.495,1.558,16.878,0.675,16.534,1.133,15.356,7.362,6.767,-2.029,12.598,-2.388,11.78,0.001,10.0,4.389,2.218,-4.389,7.781,-3.955,7.102,-2.269,5.386,1.341,-0.834,-6.455,3.077,-6.249,2.987,-4.384,1.681,thumbs_up
thumbs_up_275_keypoints,-0.0,0.0,3.323,2.379,6.728,4.885,8.96,8.233,11.062,10.671,2.959,10.541,3.11,10.354,4.672,6.741,4.565,5.728,0.0,10.0,0.547,10.011,1.495,6.702,1.561,5.398,-2.132,9.202,-1.329,9.049,-0.6,7.231,-0.337,5.531,-4.067,8.008,-3.461,8.25,-2.638,7.003,-2.804,5.757,thumbs_up
thumbs_up_276_keypoints,-0.0,0.0,3.271,2.181,6.536,4.8,8.53,8.074,10.583,10.704,4.513,5.806,3.137,10.608,4.415,7.428,4.431,6.114,0.0,10.0,0.79,10.757,1.721,8.476,1.765,7.06,-2.18,9.096,-0.157,10.179,0.023,8.247,-0.015,7.139,-3.661,8.046,-2.412,9.144,-2.011,8.041,-1.891,6.754,thumbs_up
thumbs_up_277_keypoints,-0.0,0.0,4.949,6.019,10.258,12.619,14.031,18.933,17.588,23.896,5.71,13.451,0.975,23.781,3.477,20.137,4.949,16.019,-0.0,10.001,-3.158,21.887,0.351,17.869,1.147,13.86,-4.649,7.87,-5.676,20.108,-4.004,16.915,-2.756,13.738,-8.445,8.421,-10.382,16.284,-8.373,15.537,-7.519,13.221,thumbs_up
thumbs_up_278_keypoints,-0.0,0.0,5.719,6.606,10.891,14.704,13.092,22.797,16.275,29.175,5.838,12.368,3.775,18.159,-0.086,23.449,-3.766,25.898,-0.0,10.0,-3.289,18.95,-5.633,19.941,-3.609,17.907,-4.909,8.579,-9.18,19.245,-7.893,17.483,-5.995,15.623,-13.523,14.455,-12.45,16.319,-11.034,14.378,-10.533,12.582,thumbs_up
thumbs_up_279_keypoints,-0.0,0.0,3.356,1.639,6.595,4.232,9.418,6.928,11.643,8.801,2.925,10.071,3.185,10.228,4.439,7.275,4.64,5.948,0.0,10.0,0.602,9.94,1.534,7.11,1.841,5.317,-2.226,9.008,-1.324,8.917,-0.663,6.419,-0.338,5.414,-4.111,7.799,-3.23,7.802,-2.571,6.185,-2.599,5.002,thumbs_up
thumbs_up_27_keypoints,-0.0,0.0,2.899,2.788,5.514,5.711,7.33,8.234,9.945,9.157,2.548,10.782,2.37,10.954,2.683,9.065,2.646,7.169,-0.0,10.0,0.209,10.074,0.628,8.222,0.935,6.683,-2.08,8.56,-1.871,8.634,-1.071,7.034,-0.733,5.741,-4.264,7.084,-3.809,7.127,-3.231,6.153,-2.757,5.145,thumbs_up
thumbs_up_280_keypoints,-0.0,0.0,3.254,2.018,6.407,4.588,9.226,6.908,11.809,8.423,3.018,10.165,3.168,10.383,4.248,7.054,4.398,6.225,0.0,10.0,0.52,10.285,1.464,7.694,1.488,5.984,-2.255,9.306,-1.207,9.305,-0.489,7.435,-0.205,5.867,-3.815,8.453,-3.229,8.368,-2.609,7.051,-2.502,5.928,thumbs_up
thumbs_up_281_keypoints,-0.0,0.0,3.405,2.31,6.291,4.825,9.05,6.931,11.761,8.155,2.961,10.295,3.119,10.515,4.2,7.489,4.419,6.166,0.0,10.0,0.645,10.203,1.603,7.935,1.553,5.888,-2.254,8.948,-0.962,9.356,-0.398,7.701,-0.133,6.095,-4.239,8.038,-2.978,8.634,-2.162,7.216,-2.337,5.925,thumbs_up
thumbs_up_282_keypoints,-0.0,0.0,3.275,1.94,6.957,4.017,9.457,6.516,12.509,7.396,3.07,9.422,3.25,11.0,3.897,9.491,4.026,7.94,0.0,10.0,0.802,10.379,1.388,8.345,1.638,6.595,-2.439,9.276,-1.206,9.483,-0.525,7.56,-0.431,6.422,-4.344,8.388,-3.318,8.578,-2.569,7.077,-2.475,5.94,thumbs_up
thumbs_up_283_keypoints,-0.0,0.0,3.039,2.618,6.218,4.725,8.895,6.586,11.432,7.5,2.79,10.308,3.16,10.96,3.741,8.71,3.677,6.726,-0.0,10.0,1.347,10.099,1.698,8.145,1.834,6.28,-2.219,9.004,-0.799,9.525,0.07,7.609,0.191,5.952,-3.92,8.047,-2.618,8.768,-1.869,7.052,-1.882,5.801,thumbs_up
thumbs_up_284_keypoints,-0.0,0.0,2.882,2.537,6.38,4.89,9.077,6.809,11.499,7.698,2.969,9.682,3.299,12.244,3.936,11.447,4.094,9.615,0.0,10.0,1.075,11.563,1.835,10.056,2.089,8.431,-2.434,9.517,-0.837,10.688,0.028,9.082,0.072,7.655,-4.136,8.444,-2.527,9.208,-1.89,8.411,-1.751,7.191,thumbs_up
thumbs_up_285_keypoints,-0.0,0.0,3.461,7.155,6.55,18.421,12.892,21.347,18.36,24.408,9.955,12.111,1.695,16.268,1.299,16.434,1.479,15.196,7.125,7.017,-1.877,12.181,-2.125,11.588,0.364,10.313,4.542,2.516,-3.865,7.433,-3.865,7.433,-2.448,6.374,1.072,-0.217,-5.968,2.964,-5.771,2.882,-4.468,2.103,thumbs_up
thumbs_up_286_keypoints,-0.0,0.0,3.453,2.735,7.021,5.135,9.696,7.075,12.388,7.442,3.373,9.813,3.343,12.509,3.81,10.941,4.165,9.372,0.0,10.0,0.987,12.258,1.567,10.579,1.476,8.668,-2.579,9.522,-1.252,11.447,-0.446,9.771,-0.429,8.198,-4.593,8.825,-3.146,9.964,-2.688,9.295,-2.672,7.836,thumbs_up
thumbs_up_287_keypoints,0.0,0.0,3.84,2.467,7.548,4.45,10.402,6.453,12.979,7.122,3.163,9.679,3.974,12.952,4.298,11.236,4.617,9.277,-0.0,10.0,1.165,12.776,2.096,10.924,1.93,9.1,-2.818,9.459,-0.921,12.218,-0.116,10.247,-0.155,8.662,-4.782,8.897,-3.032,10.684,-2.443,9.816,-2.723,8.359,thumbs_up
thumbs_up_288_keypoints,0.0,0.0,4.045,2.472,8.211,4.675,11.442,6.521,14.611,6.791,3.526,9.334,4.486,13.638,4.955,12.173,5.265,10.055,-0.0,10.0,1.717,13.485,2.558,11.478,2.496,9.901,-3.037,9.726,-0.678,12.79,0.173,11.046,0.106,9.338,-5.018,9.541,-2.97,11.433,-2.218,10.483,-2.401,9.174,thumbs_up
thumbs_up_289_keypoints,0.0,0.0,4.262,1.387,9.451,3.317,12.866,5.501,16.48,6.031,3.534,9.192,4.982,13.434,5.775,11.745,5.931,9.347,-0.0,10.0,2.146,13.454,3.501,11.134,3.385,9.201,-2.984,10.029,-0.286,12.704,0.648,10.857,0.83,8.905,-5.128,9.112,-3.377,10.948,-2.389,9.993,-2.469,8.655,thumbs_up
thumbs_up_28_keypoints,-0.0,0.0,3.671,3.254,6.845,7.312,9.006,11.61,12.695,12.035,3.275,10.294,2.351,16.39,2.099,15.0,2.674,12.269,0.0,10.0,-1.613,16.413,-0.688,14.514,-0.168,11.871,-2.924,8.936,-4.44,14.791,-3.777,13.718,-2.7,11.173,-5.324,7.825,-6.611,12.709,-5.901,12.16,-5.398,10.742,thumbs_up
thumbs_up_290_keypoints,0.0,0.0,4.1,1.665,8.997,3.349,11.865,5.23,14.591,5.389,3.542,9.382,5.708,13.607,6.284,11.443,6.188,9.078,0.0,10.0,3.136,13.421,3.865,11.23,3.67,9.201,-2.572,9.814,0.745,13.362,1.447,11.017,1.124,9.168,-5.018,9.448,-2.25,11.663,-1.487,10.577,-1.883,9.217,thumbs_up
thumbs_up_291_keypoints,0.0,0.0,3.827,1.816,8.037,3.218,10.685,4.834,13.155,5.044,2.895,9.3,5.719,12.971,6.039,10.958,5.753,8.447,0.0,10.0,3.359,13.22,3.831,11.171,3.772,8.926,-2.627,10.474,1.341,13.546,1.856,11.003,1.487,9.479,-4.677,10.002,-1.612,12.002,-0.694,11.135,-0.988,9.916,thumbs_up
thumbs_up_292_keypoints,0.0,0.0,4.041,1.796,8.341,3.358,10.375,4.897,12.722,5.222,2.742,9.41,5.775,13.417,6.399,10.987,5.891,8.546,-0.0,10.0,3.757,14.292,4.299,11.563,3.941,9.081,-2.442,10.508,1.983,14.295,2.116,11.839,1.65,9.547,-4.488,10.101,-1.566,12.526,-0.572,11.447,-0.983,9.947,thumbs_up
thumbs_up_293_keypoints,0.0,0.0,3.446,1.545,6.785,2.812,9.294,4.395,10.996,4.699,2.686,9.135,5.637,12.297,6.026,10.402,5.65,8.165,0.0,10.0,3.631,13.696,4.224,11.089,3.657,8.765,-2.429,10.29,1.406,13.274,1.828,11.049,1.174,8.917,-4.495,10.284,-1.57,11.709,-0.865,10.646,-1.254,9.208,thumbs_up
thumbs_up_294_keypoints,0.0,0.0,3.732,1.578,6.964,3.028,9.473,4.577,10.973,4.963,2.885,9.146,5.459,12.188,6.022,10.325,5.809,7.975,0.0,10.0,3.48,13.03,4.219,10.802,3.919,8.634,-2.127,9.984,1.441,12.832,2.092,10.786,1.521,8.713,-4.072,10.055,-1.339,11.375,-0.629,10.371,-1.147,8.884,thumbs_up
thumbs_up_295_keypoints,0.0,0.0,3.513,1.54,7.013,3.517,9.198,5.461,10.992,5.64,2.602,9.498,5.548,12.514,6.004,10.202,5.318,7.947,0.0,10.0,3.559,13.119,4.014,10.807,3.715,8.87,-2.15,10.075,1.725,12.809,2.209,11.066,1.563,8.944,-4.025,9.631,-1.309,11.413,-0.542,10.6,-0.986,9.141,thumbs_up
thumbs_up_296_keypoints,-0.0,0.0,4.819,2.534,9.052,5.927,13.225,10.11,17.444,11.53,4.084,10.697,1.746,15.449,2.329,13.933,3.296,10.965,-0.0,10.0,-1.151,15.007,-0.446,12.239,0.329,9.998,-3.362,8.838,-3.731,12.919,-2.889,10.874,-2.508,8.767,-6.332,7.542,-6.313,10.502,-5.4,9.312,-5.278,7.732,thumbs_up
thumbs_up_297_keypoints,-0.0,0.0,4.734,2.2,9.533,5.933,13.8,10.066,18.2,11.6,4.267,10.8,2.0,15.666,2.867,13.6,3.933,10.8,0.0,10.0,-1.066,15.133,-0.067,12.133,0.533,9.933,-3.333,8.667,-3.6,12.866,-2.733,10.8,-2.266,8.533,-6.2,7.4,-6.267,10.533,-5.333,9.0,-5.066,7.467,thumbs_up
thumbs_up_298_keypoints,-0.0,0.0,4.594,2.433,9.479,6.06,13.521,9.975,17.969,11.634,4.303,10.885,1.733,16.115,2.703,13.784,3.317,11.103,-0.0,10.0,-1.726,14.942,-0.406,12.256,0.421,9.857,-3.739,9.041,-4.061,13.269,-3.092,10.937,-2.616,8.539,-6.777,7.724,-6.616,10.61,-5.921,9.196,-5.437,7.855,thumbs_up
thumbs_up_299_keypoints,-0.0,0.0,4.663,2.421,9.209,6.119,13.494,10.356,17.408,11.914,4.104,10.817,1.688,15.816,2.602,13.924,3.438,11.162,0.0,10.0,-1.476,15.121,-0.304,12.353,0.27,10.13,-3.775,8.843,-3.851,13.139,-3.006,11.047,-2.767,8.83,-6.542,7.672,-6.566,10.826,-5.713,9.405,-5.465,7.859,thumbs_up
thumbs_up_29_keypoints,-0.0,0.0,4.257,3.664,7.483,8.377,9.491,12.477,13.123,13.451,3.867,9.483,3.726,17.109,4.216,13.769,3.716,11.373,0.0,10.0,-0.372,17.289,-0.83,15.397,-0.404,12.52,-3.087,9.49,-3.582,15.266,-4.105,14.446,-3.365,12.304,-5.922,8.958,-7.149,13.221,-6.769,12.276,-6.556,11.142,thumbs_up
thumbs_up_2_keypoints,-0.0,0.0,3.335,4.89,6.335,10.103,8.676,16.37,13.032,18.567,3.771,11.43,0.648,18.54,1.622,15.283,2.189,13.104,-0.0,10.0,-3.41,16.931,-1.957,13.974,-0.852,10.934,-4.345,8.211,-6.329,14.568,-5.164,12.497,-3.963,9.516,-7.433,6.541,-8.913,11.882,-7.737,10.218,-6.873,8.626,thumbs_up
thumbs_up_300_keypoints,-0.0,0.0,4.423,2.339,9.12,6.124,13.16,10.242,16.92,11.927,4.215,10.762,1.749,15.778,2.396,14.129,3.101,11.36,-0.0,10.0,-1.547,14.813,-0.381,12.108,0.461,10.062,-3.495,8.773,-3.73,12.92,-2.956,10.677,-2.64,8.702,-6.2,7.607,-6.246,10.699,-5.531,9.247,-5.146,7.797,thumbs_up
thumbs_up_301_keypoints,-0.0,0.0,4.447,2.737,8.862,6.207,12.67,9.703,16.498,10.821,4.162,10.371,2.364,15.387,2.603,13.853,3.164,11.267,-0.0,10.0,-0.898,14.672,0.035,12.254,0.428,10.042,-3.15,9.037,-3.411,12.95,-2.644,10.906,-2.114,9.054,-6.135,7.7,-5.88,10.8,-4.964,9.419,-4.904,7.953,thumbs_up
thumbs_up_302_keypoints,-0.0,0.0,4.453,2.956,8.679,6.403,12.479,9.803,16.338,11.141,3.954,10.487,1.802,15.461,2.353,13.625,3.367,11.11,-0.0,10.0,-0.94,14.938,-0.106,12.488,0.303,9.991,-3.301,9.07,-3.484,13.015,-2.754,11.114,-2.459,8.863,-6.062,7.942,-5.979,10.666,-5.231,9.371,-4.909,8.028,thumbs_up
thumbs_up_303_keypoints,-0.0,0.0,4.301,2.778,8.369,6.052,12.271,10.005,16.162,11.075,3.753,10.399,1.786,15.232,2.419,13.56,3.527,11.202,0.0,10.0,-1.046,14.811,0.061,12.452,0.431,10.051,-3.154,8.973,-3.486,12.908,-2.611,11.046,-2.044,9.191,-5.943,7.815,-5.817,10.449,-4.795,9.566,-4.709,8.092,thumbs_up
thumbs_up_304_keypoints,-0.0,0.0,4.456,2.752,8.588,6.213,12.711,9.383,16.246,10.713,4.02,10.267,2.16,15.274,2.798,13.566,3.234,11.05,-0.0,10.0,-0.892,14.449,0.016,12.151,0.462,9.926,-3.063,8.886,-3.33,12.906,-2.529,10.844,-2.01,9.081,-5.888,7.879,-5.669,10.837,-4.795,9.237,-4.728,7.839,thumbs_up
thumbs_up_305_keypoints,-0.0,0.0,4.378,2.837,8.658,6.21,12.633,9.3,16.172,10.456,4.092,10.245,2.166,15.176,3.129,12.71,3.581,10.739,-0.0,10.001,-0.932,14.653,0.139,11.947,0.524,9.801,-3.177,9.007,-3.435,12.804,-2.568,10.875,-2.063,8.783,-6.005,7.881,-5.829,10.714,-4.938,9.376,-4.824,7.833,thumbs_up
thumbs_up_306_keypoints,-0.0,0.0,4.509,2.586,8.533,6.419,12.32,10.133,15.765,11.581,3.866,10.618,1.575,15.426,2.42,13.467,2.85,11.147,-0.0,10.0,-1.275,14.278,-0.249,11.963,0.418,9.764,-3.387,9.027,-3.706,12.597,-2.741,10.4,-2.195,8.737,-6.059,7.821,-5.836,10.323,-5.115,9.196,-4.987,7.768,thumbs_up
thumbs_up_307_keypoints,-0.0,0.0,4.581,2.774,9.097,6.323,13.42,9.935,17.226,11.677,4.0,10.709,1.548,15.613,2.709,13.613,3.742,11.225,0.0,10.0,-1.29,14.839,0.0,12.258,0.645,10.0,-3.354,8.968,-3.677,12.839,-2.645,10.775,-2.064,8.646,-6.258,7.678,-6.194,10.451,-5.291,8.968,-4.903,7.548,thumbs_up
thumbs_up_308_keypoints,-0.0,0.0,4.644,2.645,8.838,6.193,13.226,9.999,17.29,11.548,4.0,10.709,1.613,15.484,2.258,13.871,3.162,11.096,0.0,10.0,-1.226,14.71,-0.387,12.064,0.194,9.936,-3.354,8.968,-3.806,12.774,-2.774,10.71,-2.451,8.452,-6.193,7.548,-6.129,10.323,-5.354,9.097,-5.032,7.484,thumbs_up
thumbs_up_309_keypoints,-0.0,0.0,4.37,2.624,8.827,5.963,12.683,9.44,16.591,10.372,3.947,10.544,1.824,15.003,3.293,12.01,3.395,10.568,-0.0,10.0,-1.083,14.247,-0.14,11.83,0.426,9.649,-3.307,8.93,-3.424,12.527,-2.682,10.56,-2.103,8.657,-5.95,7.888,-5.778,10.532,-4.95,9.28,-4.847,7.839,thumbs_up
thumbs_up_30_keypoints,-0.0,0.0,4.038,3.942,7.052,9.006,9.135,13.174,12.949,13.91,4.103,10.512,2.243,16.218,1.763,14.648,2.724,11.538,0.0,10.0,-1.635,15.576,-1.731,13.429,-0.802,10.994,-3.013,9.102,-4.552,13.91,-4.519,12.403,-3.654,10.064,-5.929,8.269,-7.34,12.052,-7.115,10.673,-6.474,9.295,thumbs_up
thumbs_up_310_keypoints,-0.0,0.0,4.364,2.733,8.458,6.044,12.438,9.302,16.19,10.624,3.905,10.689,1.805,15.206,2.774,13.121,3.102,10.597,0.0,10.0,-0.966,14.199,-0.067,11.659,0.331,9.591,-3.119,8.832,-3.468,12.614,-2.561,10.359,-1.977,8.799,-5.945,7.941,-5.764,10.279,-4.948,8.827,-4.641,7.561,thumbs_up
thumbs_up_311_keypoints,-0.0,0.0,4.197,2.626,8.421,5.861,12.644,9.095,16.348,10.156,3.926,10.564,1.866,15.164,2.869,12.926,3.192,10.535,-0.0,10.0,-1.284,14.201,-0.171,11.715,0.471,9.614,-3.331,9.106,-3.424,12.646,-2.602,10.476,-2.32,8.513,-5.818,7.992,-5.714,10.426,-5.033,9.239,-4.725,7.884,thumbs_up
thumbs_up_312_keypoints,-0.0,0.0,4.248,2.679,8.396,5.874,12.144,9.024,15.833,10.176,3.736,10.75,1.343,14.991,2.767,12.835,3.165,10.767,0.0,10.0,-1.144,13.975,-0.059,11.944,0.393,9.76,-3.227,9.063,-3.415,12.497,-2.446,10.412,-2.093,8.746,-5.883,8.111,-5.763,10.278,-4.948,8.827,-4.757,7.508,thumbs_up
thumbs_up_313_keypoints,-0.0,0.0,4.542,2.588,8.982,6.038,12.86,9.072,16.627,10.084,3.941,10.639,1.71,14.743,2.469,13.13,3.678,9.91,-0.0,10.0,-1.071,13.891,-0.029,11.35,0.474,9.313,-3.096,8.848,-3.445,12.17,-2.453,10.06,-1.761,8.264,-5.885,7.69,-5.709,9.895,-4.637,8.58,-4.608,7.23,thumbs_up
thumbs_up_314_keypoints,-0.0,0.0,4.34,2.537,8.289,6.169,12.061,9.287,15.69,10.05,3.858,10.588,1.837,14.749,2.96,12.437,3.277,10.019,0.0,10.0,-0.991,13.804,0.017,11.437,0.627,9.59,-3.118,8.771,-3.134,12.334,-2.239,10.197,-1.8,8.411,-5.369,7.82,-5.172,10.059,-4.494,8.96,-4.164,7.692,thumbs_up
thumbs_up_315_keypoints,-0.0,0.0,4.587,2.624,8.78,6.266,12.918,9.725,16.458,10.862,3.789,10.963,1.606,15.018,3.083,12.275,3.019,10.395,-0.0,10.0,-1.458,14.138,-0.229,11.569,0.193,9.642,-3.348,8.504,-3.587,12.376,-2.734,10.22,-2.202,8.66,-5.88,8.064,-5.578,10.074,-4.871,8.762,-4.771,7.432,thumbs_up
thumbs_up_316_keypoints,-0.0,0.0,4.312,2.312,8.75,5.938,13.0,9.313,16.5,10.438,3.813,10.813,1.5,15.126,2.563,13.0,2.75,10.75,0.0,10.0,-1.625,14.188,-0.375,11.687,0.313,9.688,-3.501,8.562,-3.875,12.438,-2.938,10.25,-2.5,8.438,-6.188,7.687,-6.063,9.938,-5.313,8.75,-4.938,7.376,thumbs_up
